RepDate,SPName,Capacity,Enrollment,Waitlist,Vacancy
30/11/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,6,-1
30/11/2021,(DAC) Red Cross Day Activity Centre,50,16,7,34
30/11/2021,(DAC) SPD Day Activity Centre,91,85,8,6
30/11/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,40,12,10
30/11/2021,(DAC) St Andrew's Autism Centre (Siglap),73,71,8,2
30/11/2021,(DAC) SUN-DAC @ Bedok,50,43,7,7
30/11/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,5,11
31/12/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,35,14,25
31/12/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,50,54,20,-4
31/12/2021,(DAC) Cerebral Palsy Alliance Singapore,70,62,9,8
31/12/2021,(DAC) Eden Centre for Adults @ Hougang,50,33,6,17
31/12/2021,(DAC) SUN-DAC @ Bedok,50,41,4,9
31/12/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,46,6,4
31/12/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,20,4,30
31/12/2021,(DAC) THK Autism Centre @ Geylang Bahru,50,25,9,25
31/12/2021,(DAC) Blue Cross Thong Kheng Home,50,30,1,20
31/12/2021,(DAC) Metta Home @ Hougang,40,32,2,8
31/12/2021,(DAC) Metta Home @ Woodlands,50,29,4,21
31/12/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,49,3,6
31/12/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,55,10,0
31/12/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,75,5,25
31/12/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,52,19,1
31/12/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,50,4,-3
31/12/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,7,-1
31/12/2021,(DAC) SPD Day Activity Centre,91,85,8,6
31/12/2021,(DAC) St Andrew's Autism Centre (Siglap),97,71,9,26
28/2/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
28/2/2021,(DAC) BizLink Day Activity Centre,40,39,9,1
28/2/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,41,4,19
28/2/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
28/2/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,18,-4
28/2/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
28/2/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,51,6,4
28/2/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,49,12,4
28/2/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,53,3,-6
28/2/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,51,3,-1
28/2/2021,(DAC) SUN-DAC @ Upper Thomson,120,41,4,79
28/2/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,20,3,30
31/3/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/3/2021,(DAC) BizLink Day Activity Centre,40,38,2,2
31/3/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
31/3/2021,(DAC) Metta Home @ Hougang,40,32,2,8
31/3/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,51,4,4
31/3/2021,(DAC) MINDS Training & Development Centre @ Faber,41,44,6,-3
31/3/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,50,15,3
31/3/2021,(DAC) Red Cross Day Activity Centre,50,15,3,35
31/3/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,20,4,30
31/3/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,28,8,38
30/4/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
30/4/2021,(DAC) BizLink Day Activity Centre,40,40,1,0
30/4/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,37,5,23
30/4/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
30/4/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,5,5
30/4/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
30/4/2021,(DAC) Metta Home @ Woodlands,50,29,2,21
30/4/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,50,5,5
30/4/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,52,5,3
30/4/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,77,1,23
30/4/2021,(DAC) MINDS Training & Development Centre @ Faber,41,45,5,-4
30/4/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,58,8,-8
30/4/2021,(DAC) Singapore Cheshire Home,50,26,0,24
30/4/2021,(DAC) SPD Day Activity Centre,91,87,6,4
30/4/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,42,6,8
30/4/2021,(DAC) St Andrew's Autism Centre (Siglap),73,73,4,0
30/4/2021,(DAC) SUN-DAC @ Bedok,50,44,2,6
30/4/2021,(DAC) SUN-DAC @ Upper Thomson,120,42,6,78
30/4/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,20,5,30
31/5/2021,(DAC) BizLink Day Activity Centre,40,41,1,-1
31/5/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/5/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/5/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
31/5/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
31/5/2021,(DAC) Metta Home @ Hougang,40,32,3,8
31/5/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,1,24
31/5/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,5,-5
31/5/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,42,5,8
31/5/2021,(DAC) St Andrew's Autism Centre (Siglap),73,74,3,-1
31/5/2021,(DAC) SUN-DAC @ Bedok,50,44,1,6
31/5/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,21,3,29
31/5/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,0,17
31/5/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,4,11
30/6/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
30/6/2021,(DAC) Blue Cross Thong Kheng ASD Day Activity Centre,60,36,6,24
30/6/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
30/6/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,5,5
30/6/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
30/6/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
30/6/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,8,-4
30/6/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,52,3,3
30/6/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,1,24
30/6/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,9,-7
30/6/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,53,3,-6
30/6/2021,(DAC) Singapore Cheshire Home,50,26,0,24
30/6/2021,(DAC) St Andrew's Autism Centre (Siglap),97,72,3,25
30/6/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,49,2,1
30/6/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,21,2,29
30/6/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,28,7,38
30/6/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,0,17
30/6/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,39,4,11
31/7/2021,(DAC) Bishan Home for the Intellectually Disabled,50,24,0,26
31/7/2021,(DAC) Emmanuel Activity Centre @ Tampines,50,45,6,5
31/7/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,57,17,26
31/7/2021,(DAC) Cerebral Palsy Alliance Singapore,70,64,1,6
31/7/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
31/7/2021,(DAC) Eden Centre for Adults @ Hougang,40,44,7,-4
31/7/2021,(DAC) Metta Home @ Hougang,40,32,1,8
31/7/2021,(DAC) Metta Home @ Woodlands,50,29,4,21
31/7/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,1,24
31/7/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,5,-5
31/7/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,53,14,0
31/7/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,52,3,-5
31/7/2021,(DAC) SPD Day Activity Centre,91,86,6,5
31/7/2021,(DAC) St Andrew's Autism Centre (Siglap),73,72,3,1
31/7/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,49,2,1
31/7/2021,(DAC) SUN-DAC @ Upper Thomson,120,45,6,75
31/7/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,22,2,28
31/7/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,30,6,36
31/7/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,25,0,17
31/7/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,40,3,10
31/8/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
31/8/2021,(DAC) Emmanuel Activity Centre @ Toa Payoh,83,60,17,23
31/8/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,19,-4
31/8/2021,(DAC) Metta Home @ Woodlands,50,29,3,21
31/8/2021,(DAC) MINDS Training & Development Centre @ Eunos,100,76,2,24
31/8/2021,(DAC) MINDS Training & Development Centre @ Napiri,50,57,9,-7
31/8/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,2,-1
31/8/2021,(DAC) SPD Day Activity Centre,91,85,7,6
31/8/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,41,5,9
31/8/2021,(DAC) St Andrew's Autism Centre (Siglap),73,71,3,2
31/8/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,49,3,1
31/8/2021,(DAC) SUN-DAC @ Upper Thomson,120,45,7,75
31/8/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,30,6,36
31/8/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,26,1,16
31/8/2021,(DAC) TOUCH Centre for Independent Living - Ubi,50,40,4,10
30/9/2021,(DAC) Blue Cross Thong Kheng Home,50,31,1,19
30/9/2021,(DAC) Eden Centre for Adults @ Clementi,40,44,20,-4
30/9/2021,(DAC) MINDS Training & Development Centre @ Ang Mo Kio,55,53,2,2
30/9/2021,(DAC) MINDS Training & Development Centre @ Clementi,55,55,2,0
30/9/2021,(DAC) MINDS Training & Development Centre @ Faber,41,46,8,-5
30/9/2021,(DAC) MINDS Training & Development Centre @ Jurong,53,52,14,1
30/9/2021,(DAC) MINDS Training & Development Centre @ Tampines,47,52,2,-5
30/9/2021,(DAC) MINDS Training & Development Centre @ Yishun,61,62,3,-1
30/9/2021,(DAC) Singapore Cheshire Home,50,24,1,26
30/9/2021,(DAC) SPD Day Activity Centre,91,85,7,6
30/9/2021,(DAC) St Andrew's Autism Centre (Sengkang),50,41,8,9
30/9/2021,(DAC) SUN-DAC @ Choa Chu Kang,50,50,3,0
30/9/2021,(DAC) SUN-DAC @ Upper Thomson,120,47,4,73
30/9/2021,(DAC) THK Day Activity Centre @ Chai Chee,50,22,3,28
30/9/2021,(DAC) THK Autism Centre @ Geylang Bahru,66,30,6,36
30/9/2021,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,26,1,16
31/1/2022,(DAC) Emmanuel Activity Centre @ Tampines,50,48,5,2
31/1/2022,(DAC) Cerebral Palsy Alliance Singapore,70,66,4,4
31/1/2022,(DAC) Eden Centre for Adults @ Clementi,40,44,20,-4
31/1/2022,(DAC) Eden Centre for Adults @ Hougang,40,44,6,-4
31/1/2022,(DAC) Metta Home @ Hougang,40,32,2,8
31/1/2022,(DAC) MINDS Training & Development Centre @ Clementi,55,55,10,0
31/1/2022,(DAC) MINDS Training & Development Centre @ Eunos,100,76,4,24
31/1/2022,(DAC) MINDS Training & Development Centre @ Napiri,50,56,13,-6
31/1/2022,(DAC) MINDS Training & Development Centre @ Tampines,47,50,3,-3
31/1/2022,(DAC) MINDS Training & Development Centre @ Yishun,61,60,7,1
31/1/2022,(DAC) Singapore Cheshire Home,50,24,0,26
31/1/2022,(DAC) St Andrew's Autism Centre (Siglap),73,75,5,-2
31/1/2022,(DAC) SUN-DAC @ Upper Thomson,120,48,19,72
31/1/2022,(DAC) THK Day Activity Centre @ Chai Chee,50,21,5,29
31/1/2022,(DAC) THK Autism Centre @ Geylang Bahru,66,30,9,36
31/1/2022,(DAC) TOUCH Centre for Independent Living - Bukit Merah,42,27,2,15
31/1/2019,(SW) APSN Centre for Adults,170,133,3,37
31/1/2019,(SW) BizLink Sheltered Workshop,136,71,17,65
31/1/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,86,11,14
31/1/2019,(SW) MINDS IDEA Employment Development Centre,300,291,3,9
31/1/2019,(SW) SIA-MINDS Employment Development Centre,350,379,5,-29
31/1/2019,(SW) MINDS Woodlands Employment Development Centre,400,361,11,39
31/1/2019,(SW) SPD Sheltered Workshop,145,137,10,8
31/1/2019,(SW) THK-Pan-Disability Centre,100,75,5,25
31/10/2019,(SW) APSN Centre for Adults,170,163,17,7
31/10/2019,(SW) MINDS IDEA Employment Development Centre,300,298,6,2
31/10/2019,(SW) SIA-MINDS Employment Development Centre,350,371,21,-21
31/10/2019,(SW) SPD Sheltered Workshop,145,143,12,2
30/11/2019,(SW) SIA-MINDS Employment Development Centre,350,368,24,-18
30/11/2019,(SW) SPD Sheltered Workshop,145,134,12,11
30/11/2019,(SW) THK-Pan-Disability Centre,100,82,11,18
31/12/2019,(SW) APSN Centre for Adults,170,161,16,9
31/12/2019,(SW) SIA-MINDS Employment Development Centre,350,371,21,-21
28/2/2019,(SW) APSN Centre for Adults,170,149,1,21
28/2/2019,(SW) BizLink Sheltered Workshop,136,153,18,-17
28/2/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,86,8,14
28/2/2019,(SW) MINDS IDEA Employment Development Centre,300,300,3,0
28/2/2019,(SW) SIA-MINDS Employment Development Centre,350,380,6,-30
28/2/2019,(SW) MINDS Woodlands Employment Development Centre,400,361,4,39
28/2/2019,(SW) SPD Sheltered Workshop,145,137,5,8
28/2/2019,(SW) THK-Pan-Disability Centre,100,74,7,26
31/3/2019,(SW) APSN Centre for Adults,170,146,7,24
31/3/2019,(SW) BizLink Sheltered Workshop,136,150,15,-14
31/3/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,87,3,13
31/3/2019,(SW) MINDS IDEA Employment Development Centre,300,300,3,0
31/3/2019,(SW) SIA-MINDS Employment Development Centre,350,380,5,-30
31/3/2019,(SW) MINDS Woodlands Employment Development Centre,400,359,5,41
31/3/2019,(SW) SPD Sheltered Workshop,145,145,6,0
31/3/2019,(SW) THK-Pan-Disability Centre,100,73,9,27
30/4/2019,(SW) APSN Centre for Adults,170,148,10,22
30/4/2019,(SW) BizLink Sheltered Workshop,136,150,15,-14
30/4/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,86,2,14
30/4/2019,(SW) MINDS IDEA Employment Development Centre,300,300,4,0
30/4/2019,(SW) SIA-MINDS Employment Development Centre,350,380,4,-30
30/4/2019,(SW) MINDS Woodlands Employment Development Centre,400,354,6,46
30/4/2019,(SW) SPD Sheltered Workshop,145,145,4,0
30/4/2019,(SW) THK-Pan-Disability Centre,100,72,13,28
31/5/2019,(SW) APSN Centre for Adults,170,154,13,16
31/5/2019,(SW) BizLink Sheltered Workshop,136,150,12,-14
31/5/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,85,2,15
31/5/2019,(SW) MINDS IDEA Employment Development Centre,300,299,4,1
31/5/2019,(SW) SIA-MINDS Employment Development Centre,350,376,4,-26
31/5/2019,(SW) MINDS Woodlands Employment Development Centre,400,352,5,48
31/5/2019,(SW) SPD Sheltered Workshop,145,144,4,1
31/5/2019,(SW) THK-Pan-Disability Centre,100,72,16,28
30/6/2019,(SW) APSN Centre for Adults,170,156,10,14
30/6/2019,(SW) BizLink Sheltered Workshop,136,150,12,-14
30/6/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,84,2,16
30/6/2019,(SW) MINDS IDEA Employment Development Centre,300,300,1,0
30/6/2019,(SW) SIA-MINDS Employment Development Centre,350,378,2,-28
30/6/2019,(SW) MINDS Woodlands Employment Development Centre,400,354,5,46
30/6/2019,(SW) SPD Sheltered Workshop,145,143,4,2
31/7/2019,(SW) Cerebral Palsy Alliance Singapore GROW,100,84,1,16
31/7/2019,(SW) MINDS IDEA Employment Development Centre,300,300,2,0
31/7/2019,(SW) MINDS Woodlands Employment Development Centre,400,353,7,47
31/7/2019,(SW) THK-Pan-Disability Centre,100,79,13,21
31/8/2019,(SW) APSN Centre for Adults,170,162,14,8
31/8/2019,(SW) THK-Pan-Disability Centre,100,79,13,21
30/9/2019,(SW) APSN Centre for Adults,170,161,11,9
30/9/2019,(SW) MINDS IDEA Employment Development Centre,300,302,6,-2
30/9/2019,(SW) MINDS Woodlands Employment Development Centre,400,350,22,50
30/9/2019,(SW) SPD Sheltered Workshop,145,146,8,-1
31/1/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,87,7,13
31/1/2020,(SW) MINDS IDEA Employment Development Centre,300,304,5,-4
31/1/2020,(SW) SIA-MINDS Employment Development Centre,350,382,5,-32
31/1/2020,(SW) SPD Sheltered Workshop,145,133,6,12
31/10/2020,(SW) APSN Centre for Adults,170,149,30,21
31/10/2020,(SW) BizLink Sheltered Workshop,136,149,15,-13
31/10/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,88,16,12
31/10/2020,(SW) SIA-MINDS Employment Development Centre,350,380,20,-30
31/10/2020,(SW) THK-Pan-Disability Centre,100,77,8,23
30/11/2020,(SW) BizLink Sheltered Workshop,136,149,18,-13
30/11/2020,(SW) THK-Pan-Disability Centre,100,76,9,24
30/11/2020,(SW) MINDS IDEA Employment Development Centre,300,298,21,2
30/11/2020,(SW) SPD Sheltered Workshop,145,127,17,18
31/12/2020,(SW) APSN Centre for Adults,170,148,36,22
31/12/2020,(SW) SIA-MINDS Employment Development Centre,350,374,20,-24
31/12/2020,(SW) THK-Pan-Disability Centre,100,73,12,27
29/2/2020,(SW) BizLink Sheltered Workshop,136,157,12,-21
29/2/2020,(SW) SIA-MINDS Employment Development Centre,350,380,6,-30
29/2/2020,(SW) MINDS Woodlands Employment Development Centre,400,371,11,29
29/2/2020,(SW) THK-Pan-Disability Centre,100,82,12,18
31/3/2020,(SW) THK-Pan-Disability Centre,100,83,11,17
30/4/2020,(SW) APSN Centre for Adults,170,160,10,10
30/4/2020,(SW) BizLink Sheltered Workshop,136,156,11,-20
30/4/2020,(SW) THK-Pan-Disability Centre,100,84,9,16
31/5/2020,(SW) APSN Centre for Adults,170,159,10,11
31/5/2020,(SW) BizLink Sheltered Workshop,136,151,11,-15
31/5/2020,(SW) MINDS IDEA Employment Development Centre,300,304,2,-4
31/5/2020,(SW) SIA-MINDS Employment Development Centre,350,382,4,-32
31/5/2020,(SW) MINDS Woodlands Employment Development Centre,400,370,10,30
31/5/2020,(SW) SPD Sheltered Workshop,145,135,4,10
31/5/2020,(SW) THK-Pan-Disability Centre,100,83,10,17
30/6/2020,(SW) APSN Centre for Adults,170,159,15,11
30/6/2020,(SW) BizLink Sheltered Workshop,136,150,11,-14
30/6/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,3,11
30/6/2020,(SW) THK-Pan-Disability Centre,100,82,9,18
31/7/2020,(SW) APSN Centre for Adults,170,153,33,17
31/7/2020,(SW) BizLink Sheltered Workshop,136,149,11,-13
31/7/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,11,11
31/7/2020,(SW) MINDS IDEA Employment Development Centre,300,304,11,-4
31/7/2020,(SW) SIA-MINDS Employment Development Centre,350,382,13,-32
31/7/2020,(SW) THK-Pan-Disability Centre,100,81,17,19
31/8/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,89,16,11
31/8/2020,(SW) MINDS IDEA Employment Development Centre,300,304,18,-4
31/8/2020,(SW) SIA-MINDS Employment Development Centre,350,382,23,-32
31/8/2020,(SW) MINDS Woodlands Employment Development Centre,400,369,33,31
30/9/2020,(SW) APSN Centre for Adults,170,149,32,21
30/9/2020,(SW) Cerebral Palsy Alliance Singapore GROW,100,88,16,12
30/9/2020,(SW) THK-Pan-Disability Centre,100,76,10,24
31/1/2021,(SW) SIA-MINDS Employment Development Centre,350,388,6,-38
31/1/2021,(SW) MINDS Woodlands Employment Development Centre,400,391,16,9
31/1/2021,(SW) THK-Pan-Disability Centre,100,79,15,21
31/10/2021,(SW) APSN Centre for Adults,170,169,18,1
31/10/2021,(SW) BizLink Sheltered Workshop,136,145,19,-9
31/10/2021,(SW) SIA-MINDS Employment Development Centre,350,388,13,-38
31/10/2021,(SW) SPD Sheltered Workshop,145,127,5,18
30/11/2021,(SW) MINDS IDEA Employment Development Centre,300,312,14,-12
30/11/2021,(SW) MINDS Woodlands Employment Development Centre,400,390,21,10
30/11/2021,(SW) SPD Sheltered Workshop,145,127,6,18
30/11/2021,(SW) THK-Pan-Disability Centre,100,85,17,15
31/12/2021,(SW) APSN Centre for Adults,170,165,20,5
31/12/2021,(SW) BizLink Sheltered Workshop,136,149,22,-13
31/12/2021,(SW) SIA-MINDS Employment Development Centre,350,379,11,-29
31/12/2021,(SW) MINDS Woodlands Employment Development Centre,400,386,20,14
31/12/2021,(SW) SPD Sheltered Workshop,145,127,11,18
28/2/2021,(SW) APSN Centre for Adults,170,161,35,9
28/2/2021,(SW) BizLink Sheltered Workshop,136,143,23,-7
28/2/2021,(SW) MINDS IDEA Employment Development Centre,300,312,4,-12
28/2/2021,(SW) SIA-MINDS Employment Development Centre,350,387,8,-37
28/2/2021,(SW) MINDS Woodlands Employment Development Centre,400,392,16,8
28/2/2021,(SW) SPD Sheltered Workshop,145,128,17,17
28/2/2021,(SW) THK-Pan-Disability Centre,100,82,9,18
31/3/2021,(SW) APSN Centre for Adults,170,167,40,3
31/3/2021,(SW) BizLink Sheltered Workshop,136,144,18,-8
31/3/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,94,1,6
30/4/2021,(SW) APSN Centre for Adults,170,170,19,0
30/4/2021,(SW) BizLink Sheltered Workshop,136,143,18,-7
30/4/2021,(SW) SPD Sheltered Workshop,145,129,16,16
31/5/2021,(SW) APSN Centre for Adults,170,173,16,-3
30/6/2021,(SW) APSN Centre for Adults,170,172,16,-2
30/6/2021,(SW) BizLink Sheltered Workshop,136,145,21,-9
30/6/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,92,1,8
30/6/2021,(SW) SPD Sheltered Workshop,145,127,13,18
31/7/2021,(SW) APSN Centre for Adults,170,171,15,-1
31/7/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,92,1,8
31/7/2021,(SW) MINDS Woodlands Employment Development Centre,400,393,18,7
31/8/2021,(SW) BizLink Sheltered Workshop,136,149,13,-13
31/8/2021,(SW) Cerebral Palsy Alliance Singapore GROW,100,92,1,8
31/8/2021,(SW) MINDS IDEA Employment Development Centre,300,311,6,-11
31/8/2021,(SW) SIA-MINDS Employment Development Centre,350,392,5,-42
31/8/2021,(SW) THK-Pan-Disability Centre,100,85,5,15
30/9/2021,(SW) APSN Centre for Adults,170,169,13,1
30/9/2021,(SW) BizLink Sheltered Workshop,136,146,12,-10
30/9/2021,(SW) MINDS IDEA Employment Development Centre,300,311,4,-11
30/9/2021,(SW) MINDS Woodlands Employment Development Centre,400,390,19,10
31/1/2022,(SW) APSN Centre for Adults,170,165,6,5
31/1/2022,(SW) Cerebral Palsy Alliance Singapore GROW,100,90,8,10
31/1/2022,(SW) SPD Sheltered Workshop,145,127,10,18
31/1/2022,(SW) THK-Pan-Disability Centre,100,88,18,12
31/10/2018,(Hostel) Touch Ubi Hostel,30,30,5,0
31/10/2018,(ADH) Bishan Home for the Intellectually Disabled,132,121,5,11
31/10/2018,(ADH) Blue Cross Thong Kheng Home,116,98,7,18
31/10/2018,(ADH) THK Home for the Disabled @ Chai Chee,102,97,6,5
31/10/2018,(CGH) MINDSVille @ Napiri,10,8,3,2
31/10/2018,(Hostel) MINDSVille @ Napiri,60,48,15,12
30/11/2018,(ADH) Bishan Home for the Intellectually Disabled,132,121,5,11
30/11/2018,(ADH) Blue Cross Thong Kheng Home,116,97,5,19
30/11/2018,(ADH) Red Cross Home for the Disabled,100,89,11,11
30/11/2018,(CGH) MINDSVille @ Napiri,10,8,3,2
30/11/2018,(Hostel) MINDSVille @ Napiri,60,50,14,10
30/11/2018,(Hostel) Touch Ubi Hostel,30,30,4,0
31/12/2018,(ADH) THK Home for Disabled @ Sembawang,180,56,40,124
31/12/2018,(Hostel) Touch Ubi Hostel,30,30,5,0
31/12/2018,(ADH) Bishan Home for the Intellectually Disabled,132,122,4,10
31/12/2018,(ADH) Blue Cross Thong Kheng Home,116,96,4,20
31/12/2018,(ADH) Metta Home for the Disabled,98,89,8,9
31/12/2018,(ADH) MINDSVille @ Napiri,160,121,24,39
31/12/2018,(ADH) THK Home for the Disabled @ Eunos,88,84,10,4
31/3/2018,(Hostel) THK Home for the Disabled @ Eunos,40,39,19,1
30/4/2018,(ADH) Blue Cross Thong Kheng Home,116,105,13,11
30/4/2018,(ADH) Red Cross Home for the Disabled,100,92,6,8
30/4/2018,(ADH) Metta Home for the Disabled,103,91,8,12
30/4/2018,(CGH) MINDSVille @ Napiri,10,8,2,2
30/4/2018,(Hostel) MINDSVille @ Napiri,60,48,7,12
30/4/2018,(Hostel) Touch Ubi Hostel,30,30,3,0
31/5/2018,(ADH) Red Cross Home for the Disabled,100,93,14,7
31/5/2018,(ADH) THK Home for Disabled @ Sembawang,180,23,91,157
31/5/2018,(ADH) Bishan Home for the Intellectually Disabled,132,125,1,7
31/5/2018,(CGH) MINDSVille @ Napiri,10,8,4,2
30/6/2018,(CGH) MINDSVille @ Napiri,10,8,4,2
30/6/2018,(ADH) MINDSVille @ Napiri,160,126,26,34
30/6/2018,(ADH) Singapore Cheshire Home,90,77,4,13
30/6/2018,(ADH) THK Home for the Disabled @ Eunos,88,83,22,5
30/6/2018,(Hostel) THK Home for the Disabled @ Eunos,40,38,28,2
30/6/2018,(Hostel) Touch Ubi Hostel,30,30,4,0
30/6/2018,(ADH) Metta Home for the Disabled,103,90,6,13
30/6/2018,(ADH) THK Home for the Disabled @ Chai Chee,102,98,0,4
30/6/2018,(ADH) THK Home for Disabled @ Sembawang,180,30,76,150
31/7/2018,(ADH) MINDSVille @ Napiri,160,131,27,29
31/7/2018,(ADH) THK Home for Disabled @ Sembawang,180,40,62,140
31/7/2018,(Hostel) THK Home for the Disabled @ Eunos,40,38,29,2
31/7/2018,(ADH) Metta Home for the Disabled,103,90,7,13
31/7/2018,(CGH) MINDSVille @ Napiri,10,8,4,2
31/7/2018,(Hostel) Touch Ubi Hostel,30,30,4,0
31/8/2018,(ADH) MINDSVille @ Napiri,160,129,29,31
31/8/2018,(ADH) Red Cross Home for the Disabled,100,90,7,10
30/8/2018,(ADH) THK Home for the Disabled @ Eunos,88,82,20,6
31/8/2018,(ADH) Blue Cross Thong Kheng Home,116,105,10,11
30/8/2018,(ADH) THK Home for the Disabled @ Chai Chee,102,97,3,5
31/8/2018,(Hostel) MINDSVille @ Napiri,60,49,12,11
30/9/2018,(ADH) THK Home for the Disabled @ Eunos,88,82,17,6
30/9/2018,(Hostel) THK Home for the Disabled @ Eunos,40,38,21,2
30/9/2018,(Hostel) Touch Ubi Hostel,30,30,5,0
30/9/2018,(ADH) Blue Cross Thong Kheng Home,116,102,10,14
30/9/2018,(ADH) Red Cross Home for the Disabled,100,90,6,10
